,Aircraft with seatmap,Seat Pitch,Seat Width,Seat Type,Video Type,Laptop Power,Power Type,Wi-Fi,Class,Company
1771,Boeing 747-8 (74H),83,20.1,Open Suite,On-Demand TV,All Seats,AC Power,No,First class,Korean Air
1772,Boeing 777-200ER (772) Layout 1,83,26.5,Open Suite,On-Demand TV,All Seats,AC Power,No,First class,Korean Air
1773,Boeing 777-200ER (772) Layout 2,83,21.1,Flat Bed,On-Demand TV,All Seats,AC Power,No,First class,Korean Air
1774,Boeing 777-300 (773),83,21.1,Flat Bed,On-Demand TV,All Seats,AC Power,No,First class,Korean Air
1775,Boeing 777-300ER (77W) Layout 1,83,20.6,Open Suite,On-Demand TV,All Seats,AC Power,No,First class,Korean Air
1776,Boeing 777-300ER (77W) Layout 2,83,20.6,Closed Suite,On-Demand TV,All Seats,AC Power,No,First class,Korean Air
1777,Airbus A220-300,31-32,18.5-19,Standard,None,All Seats,AC Power,No,Economy class,Korean Air
1778,Airbus A220-300,36,18.5-19,Standard,None,All Seats,AC Power,No,Economy class,Korean Air
1779,Boeing 737 MAX 8 (7M8),32-38,17.8,Standard,Portable Device,All Seats,AC Power,No,Economy class,Korean Air
1780,Boeing 737-800 (738) Layout 1,32-34,17.2,Standard,None,None,None,No,Economy class,Korean Air
1781,Boeing 737-800 (738) Layout 2,33-34,17.2,Standard,On-Demand TV,Some Seats,AC Power,No,Economy class,Korean Air
1782,Boeing 737-900 (739),30-31,17.2,Standard,None,None,None,No,Economy class,Korean Air
1783,Boeing 737-900ER (739),31-33,17.2,Standard,On-Demand TV,Some Seats,AC Power,No,Economy class,Korean Air
1784,Boeing 737 MAX 8 (7M8),52,21.0,Recliner,Portable Device,All Seats,AC Power,No,Business class,Korean Air
1785,Boeing 737-800 (738) Layout 1,44-45,19.0,Recliner,None,None,None,No,Business class,Korean Air
1786,Boeing 737-800 (738) Layout 2,50,20.9,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Korean Air
1787,Boeing 737-900 (739),40,19.0,Recliner,None,None,None,No,Business class,Korean Air
1788,Boeing 737-900ER (739),50,20.9,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Korean Air
1789,Boeing 737-800 (738),30,17.3,Standard,None,None,None,No,Economy class,Comair Limited
1790,Airbus A321neo (321),62,26,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,La Compagnie
1791,Airbus A350-900 (359),30-32,18,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,LATAM Chile
1792,Boeing 767-300ER (76W) Layout 1,31-32,18,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,LATAM Chile
1793,Boeing 777-300ER (77W),31-32,17,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,LATAM Chile
1794,Boeing 787-8 (788),30-31,17,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,LATAM Chile
1795,Boeing 787-9 (789) Layout 1,31-32,17,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,LATAM Chile
1796,Boeing 787-9 (789) Layout 2,31-32,17,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,LATAM Chile
1797,Airbus A350-900 (359),35,18,Standard,On-Demand TV,All Seats,AC Power,No,Premium Economy,LATAM Chile
1798,Boeing 767-300ER (76W) Layout 1,35,18,Standard,On-Demand TV,All Seats,AC Power,No,Premium Economy,LATAM Chile
1799,Boeing 767-300ER (76W) Layout 2,31-32,18,Standard,On-Demand TV,All Seats,AC Power,No,Premium Economy,LATAM Chile
1800,Boeing 777-300ER (77W),35,17,Standard,On-Demand TV,All Seats,AC Power,No,Premium Economy,LATAM Chile
1801,Boeing 787-9 (789) Layout 1,35,17,Standard,On-Demand TV,All Seats,AC Power,No,Premium Economy,LATAM Chile
1802,Boeing 787-9 (789) Layout 2,35,17,Standard,On-Demand TV,All Seats,AC Power,No,Premium Economy,LATAM Chile
1803,Airbus A350-900 (359),74,22,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,LATAM Chile
1804,Boeing 767-300ER (76W) Layout 1,45,21,Open Suite,On-Demand TV,All Seats,AC Power,No,Business class,LATAM Chile
1805,Boeing 767-300ER (76W) Layout 2,74,23,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,LATAM Chile
1806,Boeing 777-300ER (77W),45,23,Open Suite,On-Demand TV,All Seats,AC Power,No,Business class,LATAM Chile
1807,Boeing 787-8 (788),75,23,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,LATAM Chile
1808,Boeing 787-9 (789) Layout 1,74,23,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,LATAM Chile
1809,Boeing 787-9 (789) Layout 2,45,24,Open Suite,On-Demand TV,All Seats,AC Power,No,Business class,LATAM Chile
1810,Airbus A319 (319) Layout 1,29-30,18,Standard,Portable Device,None,None,No,Economy class,LATAM Chile
1811,Airbus A319 (319) Layout 2,30,18,Standard,Portable Device,None,None,No,Economy class,LATAM Chile
1812,Airbus A319 (319) Layout 2,34,20,Standard,Portable Device,All Seats,AC Power,No,Economy class,LATAM Chile
1813,Airbus A320-200 (320),28-30,18,Standard,Yes,None,None,No,Economy class,LATAM Chile
1814,Airbus A320-200 (320),33,18,Standard,Yes,None,None,No,Economy class,LATAM Chile
1815,Airbus A320-200 (320),34,18,Standard,Yes,All Seats,AC Power,No,Economy class,LATAM Chile
1816,Airbus A321-200 (321),31-32,18,Standard,Yes,None,None,No,Economy class,LATAM Chile
1817,Airbus A330-300 (333),29-32,18,Standard,None,None,None,No,Economy class,Lion Air
1818,Boeing 737-300 (733),30,17,Standard,None,None,None,No,Economy class,Lion Air
1819,Boeing 737-800 (738),31,17,Standard,None,None,None,No,Economy class,Lion Air
1820,Boeing 737-900 (739) Layout 1,29,17,Standard,None,None,None,No,Economy class,Lion Air
1821,Boeing 737-900 (739) Layout 2,29,17,Standard,None,None,None,No,Economy class,Lion Air
1822,Boeing 737-900 (739) Layout 2,38,21,Recliner,None,None,None,No,Business class,Lion Air
1823,Boeing 787-8 (788),32,16.9,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,LOT Polish Airlines
1824,Boeing 787-9 (789),32,16.9,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,LOT Polish Airlines
1825,Boeing 787-8 (788),38,19.5,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,LOT Polish Airlines
1826,Boeing 787-9 (789),38,19.5,Standard,On-Demand TV,All Seats,AC Power,No,Premium Economy,LOT Polish Airlines
1827,Boeing 787-8 (788),78,23.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,LOT Polish Airlines
1828,Boeing 787-9 (789),78-80,23.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,LOT Polish Airlines
1829,Boeing 737 MAX 8 (7M8),30,17.0,Standard,None,All Seats,AC Power,No,Economy class,LOT Polish Airlines
1830,Boeing 737 MAX 8 (7M8),32,17.0,Standard,None,All Seats,AC Power,No,Economy class,LOT Polish Airlines
1831,Boeing 737-400 (734),32,18.0,Standard,Overhead TV,All Seats,AC Power,No,Economy class,LOT Polish Airlines
1832,Boeing 737-400 (734),32,18.0,Standard,Overhead TV,All Seats,AC Power,No,Economy class,LOT Polish Airlines
1833,Boeing 737-800 (738),30,17.0,Standard,None,None,None,No,Economy class,LOT Polish Airlines
1834,Embraer ERJ-170 (E70),31,17.3,Standard,None,None,None,No,Economy class,LOT Polish Airlines
1835,Embraer ERJ-175 (E75),31,17.3,Standard,None,None,None,No,Economy class,LOT Polish Airlines
1836,Embraer ERJ-175 (E75),31,17.3,Standard,None,All Seats,AC Power,No,Economy class,LOT Polish Airlines
1837,Embraer ERJ-195 (E95),31,17.3,Standard,None,None,None,No,Economy class,LOT Polish Airlines
1838,Embraer ERJ-195 (E95),31,,Standard,None,None,None,No,Economy class,LOT Polish Airlines
1839,Boeing 737-800 (738),32,17.0,Standard,None,None,None,No,Premium Economy,LOT Polish Airlines
1840,Boeing 737 MAX 8 (7M8),34,17.0,Standard,None,All Seats,AC Power,No,Business class,LOT Polish Airlines
1841,Boeing 737-400 (734),37,18.0,Recliner,Overhead TV,All Seats,AC Power,No,Business class,LOT Polish Airlines
1842,Boeing 737-800 (738),37,17.0,Recliner,None,None,None,No,Business class,LOT Polish Airlines
1843,Embraer ERJ-175 (E75),31,17.3,Standard,None,All Seats,AC Power,No,Business class,LOT Polish Airlines
1844,Embraer ERJ-195 (E95),31,,Standard,None,None,None,No,Business class,LOT Polish Airlines
1845,Airbus A330-300 (333) Layout 1,31,17.0,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Lufthansa
1846,Airbus A330-300 (333) Layout 2,31,17.0,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Lufthansa
1847,Airbus A330-300 (333) Layout 3,31,17.0,Standard,On-Demand TV,None,None,No,Economy class,Lufthansa
1848,Airbus A340-300 (343) Layout 1,31-32,17.0,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Lufthansa
1849,Airbus A340-300 (343) Layout 2,31-32,17.0,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Lufthansa
1850,Airbus A340-300 (343) Layout 3,32,17.0,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Lufthansa
1851,Airbus A340-600 (346) Layout 1,31,17.3,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Lufthansa
1852,Airbus A340-600 (346) Layout 2,31,17.3,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Lufthansa
1853,Airbus A350-900 (359) Layout 1,31,17.0,Standard,On-Demand TV,None,None,No,Economy class,Lufthansa
1854,Airbus A350-900 (359) Layout 2,31,17.0,Standard,On-Demand TV,None,None,No,Economy class,Lufthansa
1855,Airbus A380-800 (388),31,18.2,Standard,On-Demand TV,None,None,No,Economy class,Lufthansa
1856,Boeing 747-400 (744) Layout 1,31,17.1,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Lufthansa
1857,Boeing 747-400 (744) Layout 1,31,17.1,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Lufthansa
1858,Boeing 747-400 (744) Layout 2,31,17.1,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Lufthansa
1859,Boeing 747-8 (748),31,17.1,Standard,Seatback TV,All Seats,AC Power,No,Economy class,Lufthansa
1860,Boeing 747-8 (748),31,17.1,Standard,Seatback TV,All Seats,AC Power,No,Economy class,Lufthansa
1861,Airbus A330-300 (333) Layout 1,38,18.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Lufthansa
1862,Airbus A330-300 (333) Layout 2,38,18.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Lufthansa
1863,Airbus A330-300 (333) Layout 3,38,18.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Lufthansa
1864,Airbus A340-300 (343) Layout 1,38-39,18.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Lufthansa
1865,Airbus A340-300 (343) Layout 2,38-39,18.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Lufthansa
1866,Airbus A340-300 (343) Layout 3,38-39,18.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Lufthansa
1867,Airbus A340-600 (346) Layout 1,38,18.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Lufthansa
1868,Airbus A340-600 (346) Layout 2,38,18.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Lufthansa
1869,Airbus A350-900 (359) Layout 1,38,18.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Lufthansa
1870,Airbus A350-900 (359) Layout 2,38,18.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Lufthansa
1871,Airbus A380-800 (388),38,19.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Lufthansa
1872,Boeing 747-400 (744) Layout 1,38,19.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Lufthansa
1873,Boeing 747-400 (744) Layout 2,38,19.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Lufthansa
1874,Boeing 747-8 (748),38,19.0,Recliner,Seatback TV,All Seats,AC Power,No,Premium Economy,Lufthansa
1875,Airbus A330-300 (333) Layout 1,64,20.5,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Lufthansa
1876,Airbus A330-300 (333) Layout 2,64,20.5,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Lufthansa
1877,Airbus A330-300 (333) Layout 3,64,20.5,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Lufthansa
1878,Airbus A340-300 (343) Layout 1,64,20.5,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Lufthansa
1879,Airbus A340-300 (343) Layout 2,64,20.5,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Lufthansa
1880,Airbus A340-300 (343) Layout 3,64,20.5,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Lufthansa
1881,Airbus A340-600 (346) Layout 1,64,20.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Lufthansa
1882,Airbus A340-600 (346) Layout 2,64,20.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Lufthansa
1883,Airbus A350-900 (359) Layout 1,64,20.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Lufthansa
1884,Airbus A350-900 (359) Layout 2,64,20.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Lufthansa
1885,Airbus A380-800 (388),64,20.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Lufthansa
1886,Boeing 747-400 (744) Layout 1,64,20.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Lufthansa
1887,Boeing 747-400 (744) Layout 1,64,20.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Lufthansa
1888,Boeing 747-400 (744) Layout 2,64,20.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Lufthansa
1889,Boeing 747-400 (744) Layout 2,64,20.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Lufthansa
1890,Boeing 747-8 (748),64,20.0,Flat Bed,Seatback TV,All Seats,AC Power,No,Business class,Lufthansa
1891,Boeing 747-8 (748),64,20.0,Flat Bed,Seatback TV,All Seats,AC Power,No,Business class,Lufthansa
1892,Airbus A330-300 (333) Layout 1,81,31.0,Open Suite,On-Demand TV,All Seats,AC Power,No,First class,Lufthansa
1893,Airbus A330-300 (333) Layout 2,81,31.0,Open Suite,On-Demand TV,All Seats,AC Power,No,First class,Lufthansa
1894,Airbus A340-600 (346) Layout 1,81,31.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,First class,Lufthansa
1895,Airbus A340-600 (346) Layout 2,81,31.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,First class,Lufthansa
1896,Airbus A380-800 (388),81,31.0,Open Suite,On-Demand TV,All Seats,AC Power,No,First class,Lufthansa
1897,Boeing 747-8 (748),83,31.0,Open Suite,Seatback TV,All Seats,AC Power,No,First class,Lufthansa
1898,Airbus A319 (319),31,18.0,Standard,None,None,None,No,Economy class,Lufthansa
1899,Airbus A320 (320) Layout 1,30,18.0,Standard,None,None,None,No,Economy class,Lufthansa
1900,Airbus A320 (320) Layout 2,30,18.0,Standard,None,None,None,No,Economy class,Lufthansa
1901,Airbus A321 (321),30,18.0,Standard,None,None,None,No,Economy class,Lufthansa
1902,Airbus A321neo (321),30,18.0,Standard,None,None,None,No,Economy class,Lufthansa
1903,Embraer E-190,32,18.19,Standard,None,None,None,No,Economy class,Lufthansa
1904,Embraer E-195,32,18.25,Standard,None,None,None,No,Economy class,Lufthansa
1905,Airbus A319 (319),31,18.0,Standard,None,None,None,No,Business class,Lufthansa
1906,Airbus A320 (320) Layout 1,30,18.0,Standard,None,None,None,No,Business class,Lufthansa
1907,Airbus A320 (320) Layout 2,30,18.0,Standard,None,None,None,No,Business class,Lufthansa
1908,Airbus A321 (321),30,18.0,Standard,None,None,None,No,Business class,Lufthansa
1909,Airbus A321neo (321),30,18.0,Standard,None,None,None,No,Business class,Lufthansa
1910,Embraer E-190,32,18.19,Standard,None,None,None,No,Business class,Lufthansa
1911,Embraer E-195,32,18.25,Standard,None,None,None,No,Business class,Lufthansa
1912,Bombardier CRJ-900,31,17.5,Standard,None,None,None,No,Economy class,Lufthansa
1913,Bombardier CRJ-900,31,17.5,Standard,None,None,None,No,Business class,Lufthansa
1914,Boeing 737-700 (73G),31,17,Standard,None,None,None,No,Economy class,Luxair
1915,Boeing 737-800 (738),31,17,Standard,None,None,None,No,Economy class,Luxair
1916,Bombardier Q400 (DH4),31,17,Standard,None,None,None,No,Economy class,Luxair
1917,Airbus A330-200 (332),30-36,17.25,Standard,On-Demand TV,None,None,No,Economy class,Malaysia Airlines
1918,Airbus A330-300 (333),32-36,17.3,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Malaysia Airlines
1919,Airbus A350-900 (359),31-32,18.0,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Malaysia Airlines
1920,Airbus A380-800 (388),32,18.0,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Malaysia Airlines
1921,Airbus A350-900 (359),36,18.0,Standard,On-Demand TV,All Seats,AC Power,No,Premium Economy,Malaysia Airlines
1922,Airbus A330-200 (332),45,20.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Malaysia Airlines
1923,Airbus A330-300 (333),43,20.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Malaysia Airlines
1924,Airbus A350-900 (359),44,22.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Malaysia Airlines
1925,Airbus A380-800 (388),74,22.0,Flat Bed,On-Demand TV,All Seats,AC Power,No,Business class,Malaysia Airlines
1926,Airbus A350-900 (359),83,23.0,Closed Suite,On-Demand TV,All Seats,AC Power,No,First class,Malaysia Airlines
1927,Airbus A380-800 (388),89,26.1,Open Suite,On-Demand TV,All Seats,AC Power,No,First class,Malaysia Airlines
1928,Boeing 737-800 (738) Layout 1,30,17.0,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Malaysia Airlines
1929,Boeing 737-800 (738) Layout 2,30,17.0,Standard,On-Demand TV,All Seats,AC Power,No,Economy class,Malaysia Airlines
1930,Boeing 737-800 (738) Layout 1,42,21.0,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Malaysia Airlines
1931,Boeing 737-800 (738) Layout 2,42,21.0,Recliner,On-Demand TV,All Seats,AC Power,No,Business class,Malaysia Airlines
1932,Boeing 737-800 (738),31,17,Standard,None,None,None,No,Economy class,Mango
1933,Airbus A330-200 (332),32,18,Standard,On-Demand TV,None,None,No,Economy class,Middle East Airlines
1934,Airbus A330-200 (332),48,20,Angle Lie Flat,On-Demand TV,All Seats,AC Power,No,Business class,Middle East Airlines
1935,Airbus A320-200 (320),32,18,Standard,On-Demand TV,None,None,No,Economy class,Middle East Airlines
1936,Airbus A320-200 (320),36,20,Recliner,On-Demand TV,None,None,No,Business class,Middle East Airlines
1937,Boeing 737-800 (738),31,17.2,Standard,None,None,None,No,Economy class,Nok Air
1938,ATR 72-200 (ATR),31,16.5,Standard,None,None,None,No,Economy class,Nok Air
1939,Bombardier Q400 (DH4),29,17.0,Standard,None,None,None,No,Economy class,Nok Air
1940,Airbus A330-200 (332),29,18,Standard,Seatback TV,None,None,No,Economy class,Nordwind Airlines
1941,Boeing 777-200ER (772),29,17,Standard,None,None,None,No,Economy class,Nordwind Airlines
1942,Airbus A330-200 (332),61,21,Angle Lie Flat,Seatback TV,All Seats,AC Power,No,Business class,Nordwind Airlines
1943,Boeing 777-200ER (772),50,19,Angle Lie Flat,None,None,None,No,Business class,Nordwind Airlines
1944,Airbus A321 (321),29,18,Standard,None,None,None,No,Economy class,Nordwind Airlines
1945,Boeing 737-800 (738),29,17,Standard,None,None,None,No,Economy class,Nordwind Airlines
1946,Boeing 767-300ER (763),29,17,Standard,Overhead TV,None,None,No,Economy class,Nordwind Airlines
1947,Boeing 767-300ER (763),38,20,Recliner,Seatback TV,All Seats,AC Power,No,Business class,Nordwind Airlines
1948,Boeing 737 MAX 8 (7M8),29-30,17.2,Standard,None,None,None,No,Economy class,Djibouti Air
1949,Boeing 737-800 (738),29-31,17.2,Standard,Overhead TV,None,None,No,Economy class,Djibouti Air
1950,Boeing 737 MAX 8 (7M8),29-38,17.2,Standard,None,None,None,No,Economy class,Norwegian Air Shuttle
1951,Boeing 737-800 (738),29-31,17.2,Standard,Overhead TV,None,None,No,Economy class,Norwegian Air Shuttle
1952,Boeing 787-9 (789),31-32,17.2,Standard,On-Demand TV,Some Seats,AC Power,No,Economy class,Norwegian Air Sweden
1953,Boeing 787-9 (789),46-469,19.0,Recliner,On-Demand TV,All Seats,AC Power,No,Economy class,Norwegian Air Sweden
1954,Boeing 737 MAX 8 (7M8),29-38,17.2,Standard,None,None,None,No,Economy class,Norwegian Air Sweden
1955,Boeing 787-9,31-32,17.2,Standard,On-Demand TV,Some Seats,AC Power,No,Economy class,Norwegian Air UK
1956,Boeing 787-9,49,19.0,Recliner,On-Demand TV,All Seats,AC Power,No,Premium Economy,Norwegian Air UK
1957,Airbus A330-200 (332),34,18,Standard,On-Demand TV,Some Seats,AC Power,No,Economy class,Oman Air
1958,Airbus A330-300 (333),34,18,Standard,On-Demand TV,Some Seats,AC Power,No,Economy class,Oman Air
1959,Boeing 787-8 (788) Layout 1,31,17.3-18.5,Standard,On-Demand TV,All Seats,None,No,Economy class,Oman Air
1960,Boeing 787-8 (788) Layout 2,31,17.3,Standard,Satellite TV,All Seats,None,No,Economy class,Oman Air
1961,Boeing 787-9 (789) Layout 1,31,17.3,Standard,Satellite TV,Some Seats,None,No,Economy class,Oman Air
